runtime,process_repetitions,creation_seconds,warm_single_ms_per_item,warm_single_stddev_ms,warm_batch32_ms_per_item,warm_batch32_stddev_ms,model_session_memory_delta_mb,approximate_peak_process_rss_mb
PYTORCH,3,2.7828893333401843,20.86507430572561,1.1501762091114167,4.550744303799812,0.29092047971069596,779.3098958333334,1232.5481770833333
ONNX_FP32,3,7.093143100015975,7.047493749875382,0.1972850897666046,3.671674824119369,0.03189194028686926,785.2161458333334,1229.1145833333333
ONNX_INT8,3,2.9621905999956653,4.6769319449392945,0.3112391227228863,2.8449309423779376,0.13433248624805008,454.7734375,893.9557291666666
