runtime,strategy,threshold_type,minimum_score,minimum_gap,accepted_suggestions,abstained,coverage_percentage,accepted_accuracy,incorrect_accepted_suggestions,is_score_gap_0_01,is_best_safe_threshold
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.04,2,144,1.36986301369863,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.05,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.06,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.08,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.1,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.12,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.15,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.2,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.01,61,85,41.78082191780822,0.9672131147540983,2,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.02,22,124,15.068493150684931,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.03,6,140,4.109589041095891,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.04,2,144,1.36986301369863,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.05,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.06,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.08,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.1,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.12,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.15,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.2,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.01,61,85,41.78082191780822,0.9672131147540983,2,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.02,22,124,15.068493150684931,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.03,6,140,4.109589041095891,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.04,2,144,1.36986301369863,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.05,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.06,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.08,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.1,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.12,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.15,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.2,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.01,61,85,41.78082191780822,0.9672131147540983,2,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.02,22,124,15.068493150684931,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.03,6,140,4.109589041095891,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.04,2,144,1.36986301369863,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.05,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.06,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.08,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.1,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.12,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.15,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.2,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.01,61,85,41.78082191780822,0.9672131147540983,2,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.02,22,124,15.068493150684931,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.03,6,140,4.109589041095891,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.04,2,144,1.36986301369863,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.05,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.06,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.08,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.1,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.12,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.15,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.2,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.01,60,86,41.0958904109589,0.9666666666666667,2,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.02,22,124,15.068493150684931,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.03,6,140,4.109589041095891,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.04,2,144,1.36986301369863,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.05,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.06,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.08,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.1,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.12,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.15,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.2,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.01,31,115,21.232876712328768,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.02,14,132,9.58904109589041,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.03,4,142,2.73972602739726,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.04,2,144,1.36986301369863,1.0,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.05,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.06,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.08,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.1,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.12,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.15,0,146,0.0,,0,False,False
ONNX_INT8,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.2,0,146,0.0,,0,False,False
