approach,strategy,threshold_type,minimum_score,minimum_gap,accepted_suggestions,abstained,coverage_percentage,accepted_accuracy,incorrect_accepted_suggestions
ARABIC_TRIMMED_E5_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.04,1,145,0.684931506849315,1.0,0
ARABIC_TRIMMED_E5_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.05,1,145,0.684931506849315,1.0,0
ARABIC_TRIMMED_E5_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.06,0,146,0.0,,0
ARABIC_TRIMMED_E5_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.08,0,146,0.0,,0
ARABIC_TRIMMED_E5_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.1,0,146,0.0,,0
ARABIC_TRIMMED_E5_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.12,0,146,0.0,,0
ARABIC_TRIMMED_E5_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.15,0,146,0.0,,0
ARABIC_TRIMMED_E5_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.2,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.01,132,14,90.41095890410959,0.6818181818181818,42
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.02,123,23,84.24657534246575,0.6991869918699187,37
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.03,118,28,80.82191780821918,0.7203389830508474,33
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.04,111,35,76.02739726027397,0.7387387387387387,29
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.05,103,43,70.54794520547945,0.7669902912621359,24
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.06,94,52,64.38356164383562,0.7872340425531915,20
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.08,76,70,52.054794520547944,0.8421052631578947,12
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.1,66,80,45.205479452054796,0.9090909090909091,6
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.12,55,91,37.67123287671233,0.9090909090909091,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.15,42,104,28.767123287671232,0.9047619047619048,4
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,GAP_ONLY,,0.2,23,123,15.753424657534246,0.9130434782608695,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.01,131,15,89.72602739726027,0.6870229007633588,41
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.02,122,24,83.56164383561644,0.7049180327868853,36
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.03,118,28,80.82191780821918,0.7203389830508474,33
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.04,111,35,76.02739726027397,0.7387387387387387,29
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.05,103,43,70.54794520547945,0.7669902912621359,24
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.06,94,52,64.38356164383562,0.7872340425531915,20
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.08,76,70,52.054794520547944,0.8421052631578947,12
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.1,66,80,45.205479452054796,0.9090909090909091,6
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.12,55,91,37.67123287671233,0.9090909090909091,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.15,42,104,28.767123287671232,0.9047619047619048,4
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.2,23,123,15.753424657534246,0.9130434782608695,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.01,126,20,86.3013698630137,0.6825396825396826,40
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.02,119,27,81.5068493150685,0.7058823529411765,35
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.03,115,31,78.76712328767124,0.7217391304347827,32
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.04,108,38,73.97260273972603,0.7407407407407407,28
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.05,100,46,68.4931506849315,0.77,23
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.06,92,54,63.013698630136986,0.7934782608695652,19
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.08,76,70,52.054794520547944,0.8421052631578947,12
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.1,66,80,45.205479452054796,0.9090909090909091,6
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.12,55,91,37.67123287671233,0.9090909090909091,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.15,42,104,28.767123287671232,0.9047619047619048,4
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.2,23,123,15.753424657534246,0.9130434782608695,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.01,111,35,76.02739726027397,0.6936936936936937,34
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.02,107,39,73.28767123287672,0.7102803738317757,31
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.03,103,43,70.54794520547945,0.7281553398058253,28
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.04,97,49,66.43835616438356,0.7525773195876289,24
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.05,93,53,63.6986301369863,0.7741935483870968,21
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.06,88,58,60.273972602739725,0.7954545454545454,18
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.08,73,73,50.0,0.8493150684931506,11
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.1,64,82,43.83561643835616,0.90625,6
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.12,53,93,36.3013698630137,0.9056603773584906,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.15,42,104,28.767123287671232,0.9047619047619048,4
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.2,23,123,15.753424657534246,0.9130434782608695,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.01,96,50,65.75342465753425,0.7604166666666666,23
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.02,94,52,64.38356164383562,0.7659574468085106,22
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.03,91,55,62.32876712328767,0.7912087912087912,19
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.04,89,57,60.95890410958904,0.8089887640449438,17
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.05,88,58,60.273972602739725,0.8068181818181818,17
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.06,84,62,57.534246575342465,0.8333333333333334,14
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.08,72,74,49.31506849315068,0.8611111111111112,10
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.1,64,82,43.83561643835616,0.90625,6
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.12,53,93,36.3013698630137,0.9056603773584906,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.15,42,104,28.767123287671232,0.9047619047619048,4
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.2,23,123,15.753424657534246,0.9130434782608695,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.01,84,62,57.534246575342465,0.8333333333333334,14
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.02,84,62,57.534246575342465,0.8333333333333334,14
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.03,83,63,56.84931506849315,0.8433734939759037,13
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.04,83,63,56.84931506849315,0.8433734939759037,13
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.05,82,64,56.16438356164384,0.8414634146341463,13
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.06,79,67,54.10958904109589,0.8607594936708861,11
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.08,70,76,47.945205479452056,0.8714285714285714,9
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.1,63,83,43.15068493150685,0.9047619047619048,6
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.12,52,94,35.61643835616438,0.9038461538461539,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.15,42,104,28.767123287671232,0.9047619047619048,4
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.2,23,123,15.753424657534246,0.9130434782608695,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.01,66,80,45.205479452054796,0.8939393939393939,7
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.02,66,80,45.205479452054796,0.8939393939393939,7
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.03,66,80,45.205479452054796,0.8939393939393939,7
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.04,66,80,45.205479452054796,0.8939393939393939,7
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.05,66,80,45.205479452054796,0.8939393939393939,7
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.06,63,83,43.15068493150685,0.9206349206349206,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.08,59,87,40.41095890410959,0.9152542372881356,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.1,55,91,37.67123287671233,0.9272727272727272,4
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.12,44,102,30.136986301369863,0.9318181818181818,3
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.15,35,111,23.972602739726028,0.9428571428571428,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.2,21,125,14.383561643835616,0.9047619047619048,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.01,49,97,33.56164383561644,0.8979591836734694,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.02,49,97,33.56164383561644,0.8979591836734694,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.03,49,97,33.56164383561644,0.8979591836734694,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.04,49,97,33.56164383561644,0.8979591836734694,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.05,49,97,33.56164383561644,0.8979591836734694,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.06,48,98,32.87671232876713,0.8958333333333334,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.08,46,100,31.506849315068493,0.8913043478260869,5
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.1,42,104,28.767123287671232,0.9047619047619048,4
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.12,36,110,24.65753424657534,0.9166666666666666,3
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.15,31,115,21.232876712328768,0.9354838709677419,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.2,19,127,13.013698630136986,0.8947368421052632,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.01,27,119,18.493150684931507,0.9259259259259259,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.02,27,119,18.493150684931507,0.9259259259259259,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.03,27,119,18.493150684931507,0.9259259259259259,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.04,27,119,18.493150684931507,0.9259259259259259,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.05,27,119,18.493150684931507,0.9259259259259259,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.06,26,120,17.80821917808219,0.9230769230769231,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.08,25,121,17.123287671232877,0.92,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.1,23,123,15.753424657534246,0.9130434782608695,2
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.12,22,124,15.068493150684931,0.9545454545454546,1
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.15,19,127,13.013698630136986,0.9473684210526315,1
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.2,12,134,8.219178082191782,0.9166666666666666,1
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.01,14,132,9.58904109589041,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.02,14,132,9.58904109589041,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.03,14,132,9.58904109589041,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.04,14,132,9.58904109589041,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.05,14,132,9.58904109589041,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.06,13,133,8.904109589041095,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.08,13,133,8.904109589041095,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.1,11,135,7.534246575342466,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.12,11,135,7.534246575342466,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.15,11,135,7.534246575342466,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.2,6,140,4.109589041095891,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.01,10,136,6.8493150684931505,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.02,10,136,6.8493150684931505,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.03,10,136,6.8493150684931505,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.04,10,136,6.8493150684931505,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.05,10,136,6.8493150684931505,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.06,9,137,6.164383561643835,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.08,9,137,6.164383561643835,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.1,7,139,4.794520547945205,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.12,7,139,4.794520547945205,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.15,7,139,4.794520547945205,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.2,5,141,3.4246575342465753,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.01,5,141,3.4246575342465753,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.02,5,141,3.4246575342465753,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.03,5,141,3.4246575342465753,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.04,5,141,3.4246575342465753,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.05,5,141,3.4246575342465753,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.06,4,142,2.73972602739726,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.08,4,142,2.73972602739726,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.1,4,142,2.73972602739726,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.12,4,142,2.73972602739726,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.15,4,142,2.73972602739726,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.2,2,144,1.36986301369863,1.0,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.01,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.02,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.03,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.04,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.05,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.06,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.08,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.1,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.12,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.15,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.2,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.01,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.02,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.03,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.04,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.05,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.06,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.08,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.1,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.12,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.15,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.2,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.01,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.02,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.03,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.04,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.05,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.06,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.08,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.1,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.12,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.15,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.2,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.01,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.02,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.03,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.04,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.05,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.06,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.08,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.1,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.12,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.15,0,146,0.0,,0
FIHRIS_MINILM_FP32,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.2,0,146,0.0,,0
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.01,138,8,94.52054794520548,0.6739130434782609,45
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.02,125,21,85.61643835616438,0.712,36
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.03,116,30,79.45205479452055,0.7241379310344828,32
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.04,105,41,71.91780821917808,0.7619047619047619,25
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.05,97,49,66.43835616438356,0.7938144329896907,20
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.06,90,56,61.64383561643836,0.8333333333333334,15
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.08,77,69,52.73972602739726,0.8181818181818182,14
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.1,67,79,45.89041095890411,0.8805970149253731,8
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.12,54,92,36.986301369863014,0.9074074074074074,5
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.15,39,107,26.71232876712329,0.8974358974358975,4
FIHRIS_MINILM_DYNAMIC_INT8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.2,21,125,14.383561643835616,0.9047619047619048,2
